;SKIL;VISL;MARK;MSGM;VISM;MLRT;PANW;AREN;GAXYQ;GOOGL;DTII;FTNT;SBIG;ASTC;NSSC;APLD;ACMR;APYP;AVCTQ;DPSI;PLUS;ANET;GTCH;MCHP;SATT;AVNW;CSGP;DTST;VRNS;AMPG;SWI;SEII;WYY;AAPL;POWI;ZRFY;VRME;GRPN;HPTO;GIFT;STTH;LFER;GZIC;LGIQ;WSTL;QUIK;GIGA;OMQS;TGHI;FALC;SPSC;IPWR;DIRV;PSYC;DSGT;FUBO;BLIN;DELL;HEAR;AEYE;ICLD;ADGO;WDDD;NEON;INAPQ;AEEX;XRX;PALT;DZSI;SRAX;FNCX;VMEMQ;RTNB;LEDS;PRKR;ACLS;COYNQ;ELON;NFLX;ANIX;SDCH;CPAH;YPPN;QRVO;RBBN;DROP;MMPWQ;IDN;ADTM;ACIW;INVE;UBIQ;CTSH;PEGA;MANH;TCX;SHSP;MFON;AFOP;VUZI;PULS.1;IGOI;CRM;APPS;TRMB;MRVC;DLGC;THQIQ;NTWK;SATCQ;AUTO;ASUR;MOVED;PWAVQ;LVLT;RNWK;AMBTQ;PKT;COHR;PLCM;ORSX;WESTD;MSI;RFIL;AGNUQ;ESLRQ;NATI;PRGS;ATNY;INUV;RVBD;KEME;WAVED;ONSM;TESS;TXCCQ;OCLR;NETL.1;PRVTD;DTRM;VTSS;XCRA;ANLY
T+221;-21.5706;-208.8216;-419.8568;41.0921;-28.1067;-37.9162;-648.4527;;-54.3318;-16.2708;50.3628;107.5693;1.5049;-57.9588;-49.2581;22.1786;30.9324;1.7656;13.7636;423.8764;20.3323;-130.457;23.0994;65.2439;-916.9803;41.0992;-40.9613;;12.4057;-88.4031;-25.8211;113.4312;-5.8785;-57.0082;23.2596;-62.4886;-13.9729;-0.2996;-137.3144;-2871.7673;26.281;-3.6993;-2468.1192;;-12.0951;-10.8977;-1194.2828;24542.538;49.2314;77.2032;50.5923;140.0841;-74.3634;;-17.3028;40.2614;133.7637;13.2006;342.0685;43.2718;;1029940.0986;-35.2495;-126.6339;-4.7031;22.237;43.48;-91.1626;128.2127;18.6763;251.3845;43.3148;477.3128;152.4863;-27.3754;;177.5492;-218.8423;123.8035;-530.4664;10.5124;484.6902;67.0641;47.2234;2.2019;6.947;1339.5886;174.1638;;-23.6442;151.3898;-31.2844;89.1497;-24.8099;50.099;56.0325;-471.0503;-53.9838;-8.4409;11.3392;35.0991;71.1742;-36.4969;-24.1665;78.9365;-26.3668;270.6311;122.232;85.9723;217.2738;-7.1778;-18.0797;9.4559;17.1766;-81.7776;-62.0447;1027.4952;65.1412;74.8731;22.0609;-252.2659;264.1059;66.2776;;;-29.4641;16.6063;-8.9409;815.835;-642.7645;53.061;4.1043;-8.5449;;46.2896;-152.903;258.3635;2.3521;;378.738;5.6759;66.9624;-1447.4306
T+223;-20.3069;-209.4377;-390.7316;99.9926;-1.9412;-38.048;-701.1206;35.4455;-54.5382;-20.2564;;107.9365;0.8833;-58.0977;-49.8407;;32.3181;9.8719;10.9634;426.2828;19.9656;-119.6839;;60.5782;-911.5883;5.5781;-40.9592;121.6861;13.2355;-88.7599;-28.8349;113.1522;94.163;-59.1424;23.0426;-63.8392;-13.5928;-10.08;-132.476;-3241.8316;22.1431;-0.7521;-2454.0445;154.9931;-10.8648;-3.5293;-1191.1666;25589.1091;48.6748;77.469;50.2148;140.0654;-73.8105;-22.9612;-17.8067;48.8089;138.2008;9.0649;339.2793;42.7964;27.9397;;;-129.387;-6.399;10.9194;34.1607;-85.925;130.9349;;241.5621;;476.5948;152.3146;-27.5143;-1.4319;169.4531;-218.4742;123.7581;-545.2635;;485.4125;67.3079;46.8396;1.8273;6.9413;1339.7735;174.1604;32.2952;-23.611;154.5437;-31.2947;90.0947;-24.832;49.742;56.239;-470.82;-89.0611;-7.6893;18.0767;35.1714;69.999;-36.4502;-20.8917;80.4231;-25.5827;274.3282;120.4794;85.971;;-1.149;-15.2413;15.4677;16.8826;-86.7485;-75.2448;;67.669;75.2803;23.8963;-251.6688;265.46;69.018;101.8417;-404.0395;-27.8574;;-9.1146;798.7288;-739.0267;49.4733;3.7672;-8.4901;181.4293;45.2067;-146.585;257.5263;1.328;127.4807;374.8864;;37.593;-7945.4139
T+224;-20.7319;-204.4247;-473.7194;41.1365;;-36.7566;-765.1243;26.449;;-20.9251;47.8175;107.3986;1.391;-59.8428;-49.0789;16.2955;30.6749;10.8215;10.7576;420.7536;20.2907;-121.0337;;53.2506;-932.4108;25.8559;-40.916;148.3396;13.3567;-77.4769;-24.6425;116.7753;73.2471;-59.5509;22.0183;-65.3497;-14.4668;-8.7459;-140.3082;-3914.5265;26.12;-5.5843;-2376.7308;152.1592;-12.0497;-2.658;-1191.6589;25933.134;;77.5585;48.3307;139.5337;-71.6994;-25.2795;;41.4981;138.0313;13.3849;339.0578;42.8563;42.5974;1215864.0505;-52.5625;-127.299;-7.1527;22.306;53.5788;-91.4762;146.254;20.4238;;;477.7653;152.3331;-28.3893;2.0446;;-218.6093;123.8168;-542.8062;10.9343;484.7109;67.0924;47.1002;2.0816;6.6379;;173.649;32.437;-23.5821;;-31.3249;88.8833;-24.8559;49.9942;56.0089;-470.4089;-53.9048;-114.1287;8.7444;35.062;63.0717;-36.6236;-23.4624;79.3635;-25.527;274.2509;159.1812;85.9723;216.9829;5.812;-17.3632;15.8579;17.8912;-87.0329;-62.091;1275.0906;66.6735;75.3349;9.9648;;266.9703;63.2615;89.7665;-392.5344;-28.6791;21.9922;-11.6738;780.5237;-645.8261;47.828;3.6293;;180.3773;66.6724;-152.4929;259.3923;1.8328;324.7334;380.8942;7.4439;39.696;
T+225;-21.4482;-208.4873;-390.2313;40.9901;-25.341;-36.4181;-744.2247;35.7677;-54.57;;48.7231;107.3434;-0.6041;-57.9315;-49.3829;22.6084;27.5814;7.9273;10.6644;422.0976;20.3887;-120.2153;23.5662;62.3292;-894.1032;19.4941;-40.9431;107.9658;13.0599;-88.7057;-22.2424;113.1961;90.2108;-53.0093;22.8543;-61.521;-13.6199;-12.7532;-141.644;-3042.5732;25.0044;-3.7181;-2422.6678;154.5815;-12.2007;-2.6705;-1192.8994;24926.9074;48.4431;;;139.984;-73.588;-22.4967;-17.3248;39.4058;127.0283;13.9732;339.9907;43.1849;41.7304;1017053.8201;-51.767;-126.2376;-6.9953;38.4213;52.448;-973.052;131.9476;18.6333;242.8979;;476.9292;152.5329;-29.4806;-2.7657;155.1212;-219.3665;123.8276;-530.9648;13.1412;484.5971;66.9906;46.91;1.8959;;1338.6802;174.2227;;-23.2971;163.4227;-31.2906;;-24.8903;49.888;;-469.7903;-54.0631;-8.3096;-0.2602;35.123;71.3551;-34.8755;16.6189;87.0834;-25.8807;273.3118;120.2699;85.9722;215.8858;-0.5151;-14.1946;24.8541;19.1682;-87.365;-61.7202;1131.2169;65.112;75.9146;15.8041;-253.8884;264.5683;67.1728;-79.5196;-231.2397;-28.7738;15.8238;-11.0637;808.1014;-648.284;54.5656;3.5814;-7.4362;172.2678;43.7069;-148.2859;257.1973;;393.09;390.4056;6.3908;52.6432;85.271
T+227;-16.156;-203.362;-386.6109;40.7532;-27.2655;-38.2585;-736.9183;35.8279;;-6.2776;117.7457;107.9099;1.3119;-58.0765;-49.5153;22.8575;30.7455;6.0188;10.7362;424.2878;20.2816;-117.0433;23.9349;62.2812;-930.2245;19.7494;-40.9604;119.4239;13.5257;-88.5939;-26.3793;113.3922;93.8928;-62.5891;23.9783;-69.0487;-14.1472;14.7118;-143.4648;-3135.9174;23.5561;-12.5005;-2455.9312;153.6639;-12.9361;-2.4711;-1193.0444;25201.6212;48.9171;77.2307;46.2998;140.7214;-72.4913;-24.3872;-17.278;47.8488;66.1559;13.2164;343.486;;;1045610.3461;-51.3901;;-6.7641;56.4264;55.8547;-70.3949;131.7506;18.635;243.34;;476.7017;152.4514;-28.3929;-3.2671;-144.5449;-218.6728;123.757;-551.1719;10.9534;;67.0643;47.1266;2.1074;6.7664;;174.1642;31.8553;-23.6981;151.9521;-31.2933;89.2739;-24.8686;50.0289;56.0354;;-53.888;-7.8662;-23.3953;;;-42.1617;-22.3954;55.197;;274.9664;118.6903;85.9642;216.0893;;-15.392;15.0842;28.9575;;-215.7012;1129.3816;67.3971;74.6927;3.7076;;265.0132;69.6041;203.0508;-500.4709;;19.1706;-7.3231;;-647.9354;35.474;4.097;;181.7005;46.0929;-144.0191;259.2275;-0.4255;;397.4341;8.1681;40.9496;131.9852
T+228;-21.834;-211.497;-369.5264;40.6534;-28.0578;-38.3704;-808.5087;34.3046;;-17.3705;47.9533;107.7279;1.5696;-58.3827;-49.1663;22.6642;32.9537;7.7129;10.6705;424.2774;20.5277;-116.5779;23.7819;66.7456;-919.4004;;-42.069;117.5148;13.6746;-91.045;-20.3452;114.5952;90.2267;-59.8313;;-65.2465;-13.4712;-6.2319;-141.0744;-1346.1887;;-4.0597;-2434.4773;161.2376;-12.1475;-1.8798;;25059.0809;;78.0659;48.7574;;;-22.5905;-17.3559;26.216;137.9111;14.0662;340.8137;42.3916;42.2248;;;-127.3407;25.8501;21.0045;53.2928;-91.056;62.3188;18.5094;228.595;;476.8604;154.0942;-28.5214;;;-222.2618;;-535.0594;10.9585;484.533;;46.9462;1.9313;6.9649;1343.1135;173.9369;32.2578;-24.4659;149.3944;-31.3184;88.8627;-25.2473;;56.0054;-470.4716;-53.916;-8.9147;0.5222;35.077;;-36.4608;-37.1188;80.154;-26.1558;271.4694;;85.9723;;60.1651;7.3279;15.6011;20.041;-86.9541;-61.3225;1131.1871;69.0021;75.1739;16.6241;;264.8362;71.545;87.9565;-390.8098;-31.4075;17.459;-9.0586;803.2205;-648.8981;47.0642;1.4562;-8.3177;181.8193;45.1839;-149.1786;257.5366;1.9132;;380.1617;7.1203;39.7527;72.1073
T+229;-24.5361;-207.873;-391.5332;40.654;-28.8234;-38.0647;-827.2754;35.3934;-54.3976;-18.3114;49.7206;107.7367;1.0191;37.3176;-46.9033;19.5332;30.7072;9.9858;10.8065;424.3135;20.4679;-120.0513;;63.0429;;17.3611;-40.9568;189.4319;14.1309;-88.6115;;113.8915;88.066;-90.7497;20.8832;-78.8565;-13.9971;-10.7677;;-3232.4243;;-6.4276;-1954.4802;154.6366;;-2.4564;-1194.6816;-28973.8819;47.8173;77.9446;45.8786;;-73.3483;-19.1462;-17.7026;;139.3297;11.7822;340.8;43.4051;41.8704;1022106.7494;-49.7275;-131.8076;;39.3889;54.3858;-118.7069;132.1583;18.1494;243.2688;;476.5454;152.9077;-26.0847;-1.8098;182.2036;-218.5928;123.7109;-613.433;10.9149;485.0105;66.9648;47.1213;2.1022;6.7725;1339.2246;174.1222;29.7181;-23.6572;152.4391;-31.2897;89.1357;-24.7505;49.9268;55.9409;-470.8053;-53.9303;-7.495;10.8901;34.9552;;-36.9998;-23.392;79.5004;-25.5801;273.381;120.7567;85.9723;;2.4091;-15.6423;16.1917;15.262;-87.2923;-64.7019;1126.3782;67.2724;75.9287;8.9844;;326.2091;67.0188;47.0973;-351.8794;;17.2618;-9.6567;834.8399;-644.7679;187.8737;4.0765;-8.0258;179.6782;44.8641;-147.3877;256.8243;2.5184;392.6944;384.7501;44.8584;;-3.2653
T+230;-21.8439;;-397.861;41.4316;-27.688;-23.9408;-770.3028;34.9813;-54.5133;3.8645;47.1524;93.8632;0.9625;-61.4125;-49.5459;22.5142;29.6204;8.5523;10.7441;426.015;20.3054;-117.7768;23.798;52.1019;;19.9705;-40.9504;126.0112;12.9555;-90.5696;-81.0032;113.1275;103.5266;-61.642;22.8142;-65.3982;-12.6641;-6.3724;-140.263;-3685.1648;27.7355;-3.6918;;154.0092;-10.8065;-2.7453;-1194.7644;24969.1942;48.5919;78.3024;50.8505;141.788;-73.7109;-24.3208;;;137.7703;13.2774;343.3816;42.0564;;1026913.2788;-51.5886;-127.3048;0.0579;23.743;27.4428;-92.6059;71.7236;18.6425;248.449;;475.5649;152.5054;-27.8622;;190.7312;-218.2134;123.785;-524.2601;10.9247;485.2001;67.034;46.3884;1.3869;6.7389;1338.075;174.1423;32.2394;-28.76;152.8233;-31.2255;89.5619;-24.8831;45.141;55.9895;-470.9549;-53.9055;-7.693;;35.0329;65.5607;-36.3855;24.247;72.9593;;272.2056;;85.9726;;-2.8504;;;17.8741;-86.9154;-39.0259;1127.9508;66.6153;75.3453;18.2017;;;67.1484;97.4004;-399.8079;-28.7305;17.6246;-96.6119;802.5991;-651.9587;46.1852;3.3031;;;42.3991;-143.8086;255.8217;2.7138;353.5624;374.8861;;37.9114;-467.2986
T+232;-25.3582;-206.2331;-402.4697;41.6554;-26.9182;-36.8452;-719.043;35.5351;-54.3803;-16.5494;;107.5276;1.5423;-59.8719;-49.5052;22.4563;30.5911;8.8596;10.7131;424.4821;20.3709;;22.3252;53.8043;-713.3849;27.7465;-40.9715;112.7457;13.1557;-96.9127;-32.4474;112.6704;95.0515;-65.9697;22.057;-64.4938;;-9.109;-142.0178;-3152.0791;25.7638;-2.4323;-2445.8788;;-12.4581;;-1193.4477;24036.4657;;77.8313;50.0028;142.0092;;-43.8307;-17.4468;;137.7911;13.8706;340.2093;42.6182;42.1671;1060025.0811;-52.8554;-122.8785;-3.5518;0.3431;52.0112;-90.2923;;19.0209;242.9566;;478.6133;152.2019;-31.5532;1.2785;525.9001;;123.7827;-787.5899;10.8952;;;47.1144;2.0955;6.7445;1339.5917;;32.194;-22.9572;151.5552;-31.2835;88.8377;;50.1781;55.9886;-471.0345;-53.9068;-7.5134;54.8891;35.1188;69.7059;-36.642;-19.2271;78.8778;-22.349;;121.343;85.9721;214.7074;-1.8748;-16.0487;35.3792;19.5749;-87.216;-57.6633;1128.5511;66.6892;74.0483;64.4412;-251.3444;264.9141;70.0489;47.9786;-352.7191;-28.7598;11.7755;-9.8826;802.3157;-644.1942;45.7757;4.0847;-6.5515;182.8466;45.2663;-147.0239;257.1756;1.848;328.9319;;7.477;42.3158;-48.1938
T+233;-20.6673;-209.9755;-392.3647;40.9384;-26.2515;-37.6869;-735.9895;35.0707;-54.4585;-16.823;50.1189;108.0435;1.3561;-58.0954;-48.9952;22.4046;30.3727;-4.6656;10.4368;421.0305;20.3693;-120.2065;23.5484;;-915.0702;19.5745;-40.9584;124.1012;13.404;-88.5314;-25.4253;113.1708;99.7916;-60.6571;19.0372;-64.4516;-13.9612;-5.601;;-6477.1837;25.9394;;-2399.7508;155.2547;-11.9661;-2.4055;-1189.5432;;47.4831;79.0172;49.7177;139.3981;-74.0522;-26.3306;-18.5707;30.3636;137.387;12.3974;359.4225;43.3036;;1022889.334;-50.5273;-127.3162;-7.1028;28.1372;62.7279;-112.526;141.9596;18.6216;244.3499;;476.2071;151.3839;;-1.5945;;;123.828;-533.6336;10.9124;485.4088;;47.1522;2.1323;;1338.562;;32.3605;-23.7855;151.0227;-31.3036;89.5691;-24.9687;49.9019;56.0368;-470.4678;-55.3415;-7.5406;-4.9532;35.3008;32.4752;-36.5682;-24.4012;75.641;-25.7675;;121.1135;;216.3027;2.8258;-15.4524;15.7123;27.7812;-95.5358;;1102.7832;43.0421;74.8844;15.0569;-257.5264;266.7411;73.2839;79.7028;-382.9457;-34.7826;;-11.6505;922.8369;-648.1596;47.1878;;-8.6386;180.1959;45.3024;-129.9944;255.7371;5.6666;528.6004;379.2318;6.6424;43.9235;-5.2971
T+234;-22.894;-210.6265;-394.0553;-5.6026;-28.4616;-37.9065;-1518.9975;35.4412;-54.2214;-19.5533;47.1668;107.7576;1.3651;-58.4372;-49.5538;23.0483;31.1706;;10.7018;;20.2935;-122.1513;;59.2696;;46.4179;-40.971;-682.5688;14.6707;-88.3079;-13.1717;;80.9175;-61.6572;22.0633;-65.8593;-18.7;-8.3304;;-3472.4801;26.6775;-0.6309;;154.3427;;-2.7017;-1193.3507;22687.9025;;76.9896;50.6507;140.6393;-74.6382;-22.5345;;39.9104;138.7009;13.0518;339.8853;50.0052;;1028699.0878;-51.288;-155.251;-7.29;28.7755;43.547;-90.4511;132.3439;;227.3432;;476.9321;152.498;-28.3356;0.4164;169.7115;-219.1699;123.817;-544.9374;11.0116;485.6299;67.0918;46.9458;1.9309;6.9945;1339.3137;174.1303;32.2215;-23.451;154.1917;-31.1969;89.0802;-24.787;49.8359;56.0084;-471.0391;-53.9185;-7.3327;-23.8828;35.1015;65.6605;-36.2513;-22.4098;78.9895;-25.0035;273.2097;119.1589;85.9722;217.0614;-2.8735;-30.3912;16.4157;23.1148;-88.5035;-64.2786;1128.8411;64.8666;75.202;9.269;;264.4019;68.1388;87.0166;-389.9143;-28.7776;17.352;-9.6549;801.5752;;52.0804;4.1147;-8.0299;182.6438;44.6516;-146.7679;257.378;1.9589;347.3348;398.7807;6.7218;39.154;
T+235;-20.7448;-210.9397;-405.113;40.7193;-27.7967;-38.3434;-743.147;36.361;;-21.5937;48.7085;36.9681;-12.8334;9.2468;-49.0319;22.2742;30.1793;9.1683;11.2006;425.4714;20.4033;-118.0673;;57.6917;-881.8022;21.2257;-40.9391;123.5313;13.4471;-88.0981;-25.3373;;99.319;-59.504;23.4596;-68.3482;-14.014;-1.4121;;-2960.0048;26.3268;-3.5798;;152.9937;-12.6566;-2.7863;-1195.2582;25171.2775;49.7371;77.3117;49.2053;139.8433;-73.6939;-36.4926;-16.8915;44.4197;;13.8667;341.5856;42.6537;41.597;971840.043;-51.9342;;-6.5407;15.3825;51.3142;-91.7366;62.1161;18.601;243.8202;;477.6581;152.57;-32.2936;-1.8709;502.7545;-218.7638;123.8293;-499.1687;;485.181;67.1239;;;6.7516;1338.5851;174.3832;31.8118;-23.7302;151.2353;-31.2988;153.7839;-24.9152;50.0961;55.9728;-470.7986;-53.9416;-7.8908;-0.7256;35.0151;69.5576;-36.6302;-22.2408;79.2142;-25.466;274.3301;;85.9724;216.9076;4.4013;-15.4156;15.9837;18.7733;-87.3308;-58.3441;1132.505;66.6893;77.534;16.0892;-253.362;265.151;70.3172;;-438.059;-24.7294;18.1858;;802.6283;-652.4226;46.5065;4.2655;-6.4212;183.5362;45.8942;-151.655;257.0294;2.0046;300.429;381.4454;;97.0509;60.6975
T+236;-21.629;-213.5716;-384.8786;40.4291;-27.2959;-38.7657;-803.5995;36.6021;;-17.6081;49.6998;107.4476;1.5144;-58.4881;-49.5114;22.5831;31.3504;18.8229;10.952;495.789;20.3618;-120.9289;23.8847;64.9329;-910.6536;20.6099;-40.9529;;20.5287;-88.7774;-15.5481;113.2603;92.165;-60.6521;22.1865;-67.8814;-14.2661;-7.3225;-142.4685;-3436.1653;27.0311;-4.8157;-2413.5243;153.6242;-11.1046;-2.8984;;30310.07;48.0825;77.7627;50.7627;139.993;-73.6843;-24.8108;-17.3753;42.0255;;13.3035;339.1911;;;1030621.7003;-56.5285;-127.3257;-8.1246;15.105;49.3203;-226.5653;137.3851;18.6503;242.0645;;473.7519;152.331;-27.7344;-6.1925;-585.7852;-219.255;123.7919;-543.6915;11.0724;492.9513;67.0588;47.1734;2.1531;6.7122;1338.4575;174.1359;32.2993;-24.5533;152.2875;-31.2785;88.9974;-24.8237;49.8469;55.8803;-470.9403;-53.9011;-8.4076;1.3818;35.054;59.026;-36.7313;-22.8625;333.2469;-25.621;;;85.9721;216.3408;;-4.4051;15.9662;41.9241;-86.7023;-64.2808;1128.7965;;75.1663;7.8689;;266.9048;69.0918;70.5686;;-28.8242;17.2909;-10.1369;;-645.9963;46.9315;4.394;-8.5115;178.7445;;-148.8128;250.1848;5.6478;285.2806;375.438;;21.869;-773.6019
T+237;-20.7934;-209.5065;-393.8927;;-30.15;-38.1395;-756.9323;35.8701;-54.4117;-22.3296;50.1249;108.0406;1.1511;-57.4405;-49.422;23.1716;;9.0008;10.6904;425.6657;20.5154;-110.0155;;62.5833;-866.9487;20.9771;-40.9589;143.2745;13.364;;-24.6707;108.7008;120.9493;-61.3288;36.4594;-67.802;-13.6991;-15.0145;-141.0942;-2261.4592;;-4.443;-2371.6828;145.1293;-12.4312;-2.3517;;24947.2667;49.3916;77.8272;48.0996;139.503;-73.6849;-28.5522;-17.2887;41.1956;138.0349;10.5338;338.6009;43.9125;;;;-75.2265;-6.3609;18.2816;50.6675;-87.8638;133.8475;18.7149;244.6702;;476.8816;152.2584;-27.7991;-2.6871;157.4889;-218.8142;123.8098;-551.9023;10.8245;485.3294;;47.015;1.9984;6.9274;1339.1707;174.062;32.3533;-23.5739;148.9344;-31.3018;89.0033;;49.9159;;-471.1177;-53.8799;-7.6231;-3.3928;;;-36.4563;-25.5309;;;273.687;;85.9724;216.1003;-8.4994;-15.8707;-25.7703;25.0062;-87.0458;-62.7193;1124.5926;67.3907;86.597;10.6905;-251.9654;264.5778;68.7127;90.041;-392.7959;-30.2779;4.7449;-10.1533;802.5123;-647.4198;-10.1463;3.9285;-8.4255;180.1664;45.6147;-151.8743;256.9265;1.8814;348.8679;380.8323;;35.4228;-97.1601
T+238;-21.5567;-209.1801;-390.1531;42.4058;-27.0729;-37.9317;-744.7618;35.2913;-54.6488;-18.5357;50.1287;107.7309;1.679;-76.1098;-77.3935;22.7176;23.6872;4.2493;10.3343;400.4992;;-118.4065;24.4655;66.1381;;;-40.9871;121.8142;13.0474;;16.1633;;97.2445;-56.487;23.0223;-65.2637;-13.6844;-8.1439;-128.6639;-3178.5254;25.732;-2.8766;-2427.3761;153.3965;-11.1929;-2.4579;-1193.0145;24644.896;48.6301;73.3876;48.4866;140.2621;-73.4287;-25.1925;-17.3565;37.6978;137.6044;13.5797;340.0967;43.475;41.5423;1067197.5162;-51.5706;-127.6266;-6.2004;;56.498;-90.7762;133.5807;18.883;242.6376;;474.4022;153.7238;-28.4986;-2.094;188.0846;-218.9;123.9342;-527.3689;10.9304;483.7911;67.0803;46.952;1.937;;1338.4787;174.082;32.2429;-23.4654;152.3712;-31.2539;89.118;-24.7413;49.871;58.1934;-471.579;;-7.6746;38.0166;;66.9631;-36.8573;-22.3402;76.2788;-26.2273;;;85.9723;216.5911;-0.8518;-13.1322;16.3489;20.2112;-87.0097;;1128.6726;67.1048;76.0473;-81.1804;-209.596;267.239;200.1738;90.8457;;-28.4882;17.2538;-7.4945;813.1333;-579.3797;47.4586;8.7022;-9.0676;178.3327;44.809;-147.7533;258.8907;3.0168;352.3872;382.4486;9.991;39.5446;
T+239;-17.0635;-122.1757;-365.5081;41.6085;-27.4211;-37.715;-720.5377;35.2116;;-37.4946;;107.5317;1.3865;-58.1104;-48.5364;22.363;30.6536;6.182;10.6966;425.4969;20.3177;-120.317;24.1161;62.8299;-914.0563;18.8426;-40.9507;73.1019;12.9298;-87.4102;-25.7377;;93.4411;-58.2505;21.9963;-65.4039;-14.1746;-32.737;-140.1936;;26.216;-3.6207;-2414.8599;152.1728;-11.9286;;;24644.7608;47.6679;78.0418;47.3458;139.4442;-73.6457;-21.7259;-17.4835;38.1852;140.019;;344.7712;42.4803;;1031364.6019;-42.5716;-127.7087;-7.0999;26.2738;68.6966;-89.5337;131.4273;18.6928;239.9725;;477.6352;152.4448;-25.7624;-2.0726;138.8249;;123.8443;-498.3186;10.9537;485.445;66.8571;48.0348;2.9939;;1341.3747;174.1367;33.2701;-23.6871;151.416;-31.2918;88.4216;-24.7836;49.8972;56.0094;;-53.9037;-17.8095;2.9789;35.1471;71.2288;-36.2441;-21.4886;76.9275;;;;85.9728;215.9934;2.7857;-16.1142;15.9762;18.8017;-87.2695;-66.2692;1150.9792;66.9599;75.1663;9.7888;-248.5696;264.702;68.5845;48.2517;-352.9793;;25.6865;-9.6424;737.0806;;47.0288;3.9029;-7.1179;182.006;45.5531;-148.4347;257.7484;2.0943;56.4157;377.6343;7.0834;48.4768;16.1614
T+240;-21.8479;-211.1207;;40.6537;-31.299;-37.3473;-697.1304;35.4293;-54.3823;;40.8158;107.4464;-71.0615;-63.2177;-49.3899;20.0638;26.5907;8.4933;10.8718;427.3061;17.1882;-132.7403;;61.9254;;13.3198;;;13.7024;-90.3751;-26.8552;112.5054;99.1534;-59.1411;25.0201;-76.4504;-15.0412;-8.4181;-139.1019;-3489.8037;24.3424;;-2554.203;153.8016;-16.0765;-2.4308;-1195.5292;25744.1722;48.9197;77.268;48.0429;140.8428;-73.5242;-23.2407;-17.8677;41.0769;138.322;14.6705;340.8235;43.0802;40.1871;1025254.8949;-51.8749;-127.7121;-7.2649;19.6094;49.1184;-120.1631;155.7497;;;;477.1334;151.9949;-28.2134;-2.5993;185.3475;-218.6613;123.7913;-537.236;;485.4922;67.0971;;;6.8553;1339.426;174.2458;;-21.6235;154.8617;-31.3089;90.2031;-24.9779;49.9347;55.905;-460.0458;;-8.2766;-59.0328;35.3049;;-36.3652;-23.8045;79.2282;;274.5482;;85.9723;221.876;2.0481;-14.8491;13.684;-13.6898;-88.3488;-64.3359;1128.0299;67.3837;;14.9362;;265.7654;62.856;77.1924;-380.5538;-30.2465;17.1568;;796.9099;-639.7656;208.463;5.3911;-8.0235;180.9262;45.8243;-216.6194;258.9788;;343.788;375.4727;11.9604;46.3929;-2058.8979
T+242;-21.8157;-208.1943;-387.0438;41.7888;;-38.1994;-743.3648;35.5212;;-21.0183;48.4638;;1.6761;-58.3877;-49.5059;23.3524;30.7152;11.0272;10.7153;426.5692;21.4291;-116.2028;23.7838;58.9967;-893.7503;22.9024;-40.9722;108.8413;13.4957;-88.5912;-24.5083;113.2119;86.0762;-63.5675;23.0294;;-14.851;-6.7839;;-2816.5867;26.791;-4.8833;-2426.5702;157.5106;-12.1178;;-1192.6593;25492.9406;48.7093;78.1089;45.0665;141.2387;;-16.6;-17.3385;40.1973;138.0806;13.4118;339.3427;43.8018;41.4057;1027349.4825;;-127.3774;-4.8177;;47.5558;-92.2331;133.8914;18.6186;242.5351;;474.4893;152.3429;-29.8111;-2.2473;206.245;;123.7837;-519.5346;10.4921;485.3523;67.0969;46.8094;1.7978;;1338.3566;174.1585;27.5433;-23.6919;152.5298;-31.2661;90.8508;-24.6903;49.911;56.0605;-471.4555;-53.8345;-7.2604;0.5192;35.0943;68.0104;-36.5548;-25.5918;79.5809;-25.6361;273.4433;;85.9823;;-1.8217;-14.0347;15.5335;21.5961;-87.1641;-46.7685;1129.6692;66.624;74.9654;-10.8821;-254.2423;263.5625;72.793;95.182;-397.6942;-28.8576;17.8567;-10.0576;805.4486;-663.1415;45.6081;2.7467;;181.2119;44.8;-147.026;257.5964;1.6773;57.8697;381.9902;8.4063;37.6357;149.8879
